,tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,retweet_count,favorite_count,jpg_url,img_num,dog_prediction,predictions_Reliability(%)
49,879415818425184262,2017-06-26 19:07:24,iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262,13.0,10.0,Duddles,,45849,107956,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English springer,38.3404
50,879376492567855104,2017-06-26 16:31:08,iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104,12.0,10.0,Jack,,3261,17099,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Labrador retriever,3.34961
51,879008229531029506,2017-06-25 16:07:47,iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506,13.0,10.0,Beau,,2812,19317,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,96.0513
52,878776093423087618,2017-06-25 00:45:22,iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,https://twitter.com/dog_rates/status/878776093423087618,13.0,10.0,Snoopy,puppo,4319,19763,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian greyhound,73.4684
53,878281511006478336,2017-06-23 16:00:04,iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",https://twitter.com/dog_rates/status/878281511006478336,13.0,10.0,Shadow,,1349,7913,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,32.042
54,878057613040115712,2017-06-23 01:10:23,iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,https://twitter.com/dog_rates/status/878057613040115712,14.0,10.0,Emmy,,7181,42876,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French bulldog,83.9097
55,877736472329191424,2017-06-22 03:54:17,iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,https://twitter.com/dog_rates/status/877736472329191424,13.0,10.0,Aja,,17300,71144,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake Bay retriever,83.7956
56,877556246731214848,2017-06-21 15:58:08,iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://twitter.com/dog_rates/status/877556246731214848,12.0,10.0,Penny,,3994,23258,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset,99.5368
57,877316821321428993,2017-06-21 00:06:44,iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",https://twitter.com/dog_rates/status/877316821321428993,13.0,10.0,Dante,,5414,27907,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,50.996700000000004
58,877201837425926144,2017-06-20 16:29:50,iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,https://twitter.com/dog_rates/status/877201837425926144,12.0,10.0,Nelly,,5880,27755,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,93.112
59,876838120628539392,2017-06-19 16:24:33,iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,https://twitter.com/dog_rates/status/876838120628539392,12.0,10.0,Ginger,pupper,3506,21125,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,57.5751
60,876484053909872640,2017-06-18 16:57:37,iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://twitter.com/dog_rates/status/876484053909872640,13.0,10.0,Benedict,,2511,19163,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden retriever,87.4566
61,876120275196170240,2017-06-17 16:52:05,iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",https://twitter.com/dog_rates/status/876120275196170240,13.0,10.0,Venti,puppo,4903,28490,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese mountain dog,53.4327
62,875747767867523072,2017-06-16 16:11:53,iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",https://twitter.com/dog_rates/status/875747767867523072,13.0,10.0,Goose,,4497,25773,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador retriever,79.9551
63,875144289856114688,2017-06-15 00:13:52,iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,https://twitter.com/dog_rates/status/875144289856114688,13.0,10.0,Nugget,,5081,22185,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian husky,24.5048
64,874680097055178752,2017-06-13 17:29:20,iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://twitter.com/dog_rates/status/874680097055178752,12.0,10.0,Cash,,4875,28439,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador retriever,83.6052
65,874296783580663808,2017-06-12 16:06:11,iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://twitter.com/dog_rates/status/874296783580663808,13.0,10.0,Jed,pupper,4308,26651,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker spaniel,43.7216
66,874012996292530176,2017-06-11 21:18:31,iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",https://twitter.com/dog_rates/status/874012996292530176,13.0,10.0,Sebastian,puppo,11007,35501,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,80.6674
67,873580283840344065,2017-06-10 16:39:04,iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",https://twitter.com/dog_rates/status/873580283840344065,13.0,10.0,No Name Provided,,4143,24837,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,Newfoundland,67.85369999999999
68,873213775632977920,2017-06-09 16:22:42,iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",https://twitter.com/dog_rates/status/873213775632977920,12.0,10.0,Sierra,pupper,1667,7467,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,61.978199999999994
69,872967104147763200,2017-06-09 00:02:31,iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,https://twitter.com/dog_rates/status/872967104147763200,12.0,10.0,No Name Provided,doggo,5669,28031,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador retriever,47.6913
70,872820683541237760,2017-06-08 14:20:41,iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",https://twitter.com/dog_rates/status/872820683541237760,13.0,10.0,No Name Provided,,3884,15029,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug,99.912
71,872620804844003328,2017-06-08 01:06:27,iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,https://twitter.com/dog_rates/status/872620804844003328,13.0,10.0,Monkey,,3911,21309,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker spaniel,51.31909999999999
72,872486979161796608,2017-06-07 16:14:40,iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,https://twitter.com/dog_rates/status/872486979161796608,12.0,10.0,No Name Provided,,9429,41606,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,93.18610000000001
73,872261713294495745,2017-06-07 01:19:32,iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,https://twitter.com/dog_rates/status/872261713294495745,13.0,10.0,Harry,,6649,35085,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,Labrador retriever,97.2019
74,872122724285648897,2017-06-06 16:07:15,iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,https://twitter.com/dog_rates/status/872122724285648897,12.0,10.0,Kody,,8549,35324,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,pug,6.673630000000001
